# LBvelMax,UBvelMax,LBvelMin,UBvelMin,BlowerPosition
-6.511112979148843127e-01,-3.338754124597953510e-01,9.465226460364812855e-01,-4.823871413005147435e-01,-4.100041794949920160e-01
-3.754134509163395972e-01,1.066596027063029251e-01,9.493843037535898421e-01,8.405098678184654837e-01,-6.019553003529256596e-01
-8.807203466153066262e-01,-4.396665108058581684e-01,-8.619314669775131055e-01,-6.655470838602062233e-01,-2.869306063947318908e-01
6.467858612247043837e-01,1.386067207519319222e-01,4.773141225328505488e-01,4.727640226195775064e-01,-3.307513574634470821e-01
-3.544054442425275120e-01,2.117944373346534181e-01,-7.400735338628252613e-01,-5.592709104958799582e-01,7.711386264857011952e-02
-7.990104841919125622e-01,4.797476749260702888e-01,-4.423501796905304762e-01,4.683605283541398823e-01,6.047182803999844314e-01
-2.078927572478577179e-01,9.272833098660764328e-01,-2.758222672718488866e-01,7.953140762031754019e-01,7.764044981848421401e-01
7.503653473705034216e-01,2.438163181943808766e-01,2.713196110226017144e-01,8.041513844535381761e-01,4.848565136712614798e-01
8.647454896721644690e-01,3.032949772470723282e-01,-5.558540770150928179e-01,-2.626676451955229918e-01,1.658117800659242302e-01
-4.027268939312778073e-02,-9.232398485482478101e-01,4.058738246212936218e-01,-2.725126122873782197e-01,-5.172715911207517170e-01
3.018841687377404881e-02,5.226192307043602270e-01,-4.175234709193273996e-01,-4.964484436416791713e-01,-7.592219251885670150e-01
-2.578027071212052324e-01,-8.939750950481581970e-01,4.686839339479371702e-01,-5.634642554430311367e-01,9.798733101487444586e-01
8.193626550118973118e-01,7.618977733948730791e-01,5.919475495266108833e-01,5.973827725688354295e-01,-1.981320477459049822e-01
8.484028618118237830e-01,5.237827777841470578e-01,3.660771869888688190e-01,4.764252821947212446e-02,7.990296493515740561e-01
-1.090020254423704760e-01,-8.744366269310750450e-01,-6.431778967087287135e-02,3.484593784961989016e-01,5.463060377960575753e-01
7.963704943386928914e-01,1.755871428133726209e-01,-7.265529286632477213e-01,5.509428327639205314e-01,3.411328405066618163e-01
9.509280656785281671e-01,5.873077395944239498e-01,-3.344777561900689200e-01,-6.435660901202544526e-01,-9.887214723028601160e-01
-9.746602939890558481e-01,-8.875702406222054641e-01,1.664097769981207620e-01,3.398822060196018402e-01,6.449581393971852705e-01
-9.743560006992755262e-01,8.238533719058092064e-01,-4.304206249846949106e-01,-3.046815325616920589e-01,6.149450503055051698e-01
8.651305364001840026e-01,-8.140008272376599852e-01,6.510910261414890599e-01,-6.339759019993249645e-01,5.094107933113376507e-01
7.071661040364636275e-01,-2.990439233038182376e-01,1.827160929573830028e-01,8.916102929533622490e-01,-1.457655047947592486e-01
6.538441698443704375e-01,-6.302064747718374438e-01,-6.594009689407669406e-01,-8.653264154788966600e-01,-1.731102748883541764e-01
-9.724186426891441304e-01,9.360404891611342482e-01,2.132734100360109686e-01,-8.339616811958228126e-01,-1.399461672674369161e-01
-3.444481141917095091e-01,-6.065496736135191913e-01,-8.772205091194971160e-01,-1.324527807379485278e-01,5.065253341580433499e-01
1.963403376949479640e-01,4.861180120727373044e-01,-9.166360387904197715e-01,-8.271494522427109697e-01,9.004091996400076514e-01
-4.642285931948884059e-01,8.884705049960268664e-01,8.369039875791228766e-02,5.577859742663653364e-01,-2.138231631791107645e-01
4.503681677921462789e-01,-3.206087073663836939e-01,7.411454515079973770e-01,3.825102729065337215e-01,6.988160916904273545e-01
2.384878764382460936e-01,9.592378905747345197e-01,-4.145196915437234786e-01,-7.078141989653174981e-01,-9.037580923329044946e-01
8.674364095080655535e-01,1.646473823047123197e-02,1.089858036717972212e-02,-2.675929980985074508e-01,9.864338681027100542e-01
9.223658462941488612e-01,-3.546269098833043643e-01,-1.044267656973822955e-01,-3.507215582546616695e-01,-8.271305134388007296e-01
5.943972994321398140e-01,-5.132834078364174601e-01,3.160474577792913298e-01,-7.158362941863196660e-01,5.152888089263538696e-01
-7.009265179892363307e-01,5.144227449005358555e-01,8.370550417042732505e-02,5.534886905383809008e-01,1.955966884070221568e-01
-9.551398691505643690e-01,-7.846197496038926911e-01,5.722996410723315552e-01,6.872960699954613339e-01,-3.748869799062113373e-01
9.776120418343876572e-01,-3.234184162153153075e-02,-6.457284126476570130e-01,6.436642882653373920e-01,7.400742283956713852e-01
2.696537199422381903e-01,-6.689197375768540788e-01,5.972422117408182629e-02,-3.936961114984280918e-01,-5.544257025427938856e-01
3.599191568576762812e-01,-2.345453455420387634e-02,-2.922041501785979101e-01,6.612903105916672075e-01,9.719986861882690121e-01
-4.116416472749804267e-01,-2.407508633182764424e-01,-2.438738705251131123e-02,8.271729677472863251e-01,5.691841460651561047e-01
1.051675883002389789e-02,6.788313742632339221e-01,-9.602219247185606044e-02,-4.483793378774563188e-01,-7.275162839163773487e-01
-6.716638978993858533e-01,7.972247634169356001e-01,-7.385460736834708051e-01,1.647358665103539899e-01,-5.364878595880238077e-01
9.635539351695534549e-01,8.623407623266121647e-02,1.837581092347657652e-01,1.222233231699021427e-01,-7.866250589438248397e-01
-2.997751638870993496e-01,2.146429183271969521e-01,6.654550169142363636e-01,-1.737846955657293968e-01,8.206338713516316830e-01
5.376564454104242330e-01,-3.085760372793313611e-01,-5.570883903197940690e-01,-2.299023217307778477e-01,-1.599037269704028930e-01
4.186041325594458407e-01,-7.984418222797342590e-01,-9.798527680928392769e-02,-7.455960548770226293e-01,-1.610051666322949160e-01
-4.074381851144890376e-01,4.641036153677160492e-01,-2.009719765896735844e-01,4.173757975586471769e-01,7.723596577583864420e-01
9.837675150424995962e-01,7.808731268060300490e-01,-9.062134232765599595e-01,5.286556550384191588e-02,9.748904359861920721e-01
-1.549592129909229676e-01,5.590616154354839384e-01,-1.411121943384172628e-01,5.402323209253308001e-01,1.253447593544927408e-01
5.596748674544738122e-03,2.617763375580806073e-01,5.023247987682977200e-01,4.707948407618556264e-01,-1.018170726692124717e-01
5.735915471243748787e-01,-5.917601674168888604e-01,-3.296956973931119972e-01,-7.410379292777924398e-02,9.504154117906233878e-01
7.798208400668578122e-01,5.554337918974159294e-01,-4.823953328793249007e-01,2.645618728562864064e-01,-3.629406219585731286e-01
-2.601646488399138590e-01,-2.061728936465216933e-01,-8.845616891643850455e-01,-4.881313859239240216e-01,-5.728526918376222188e-01
-7.234274625766448086e-01,7.216455052237618073e-01,7.667972574967407695e-02,-8.446193677157327606e-01,-5.891635811370090625e-01
-3.497534091212890495e-01,-7.427123333637930536e-01,-6.501221553310867485e-01,5.740163260475033002e-01,-9.877501243108852691e-01
2.012391727029982924e-02,5.560473757805546313e-01,5.443038165202767065e-01,1.531850476823592988e-01,4.001055942000895094e-01
1.963679944667338084e-01,-2.492801736184111494e-01,-9.796278250252066222e-01,-7.325670845656826469e-01,7.651739826362846664e-02
8.331062672760327636e-01,-6.265639819377875064e-01,7.860244688670274815e-01,9.845634237822695756e-01,-6.964803679834734584e-01
-2.823000398491786189e-01,5.632843466121022491e-01,3.612743078727773671e-01,3.183976736308660183e-01,-1.952300244888891534e-01
7.199155705802238181e-01,-5.762721025883488224e-01,2.530336588470141201e-01,-5.612337404063547641e-01,2.058258578202272204e-01
2.202581707987552040e-01,2.789200735787580321e-01,-4.805867544698987359e-01,6.464814636968978512e-01,-6.643193736142638528e-03
5.693411200202600497e-01,-8.697025475124682270e-01,1.044433804398463561e-01,-8.888045102704082989e-01,8.983987816548193450e-01
5.755517038458424217e-02,1.872644836151857728e-01,-6.012619937323793184e-01,4.010202822397748168e-01,-1.181336782953263942e-01
8.430731503160744378e-01,-3.978842641352953180e-03,8.232955241450754524e-01,-4.591016413483162140e-02,3.074175801884948545e-01
-6.670770726277690521e-01,-5.944798689408470338e-01,1.741879511721227125e-01,9.555404757800207705e-01,9.777058611692988066e-01
9.626581444229866946e-01,4.195759304613013718e-01,-5.866855787393265853e-01,-5.955652484982230099e-01,1.103453688642075381e-01
9.590807557409706252e-01,3.265306832751195820e-01,4.326120431478477357e-01,-1.585390868605645043e-01,-6.568311060866016682e-02
4.407420238440034055e-01,5.508604572086570617e-01,-6.792372508448270008e-01,-7.404486037007298460e-01,-4.432875153256994327e-01
-3.863586233399689540e-01,2.177485223496651301e-01,-7.088849194358934902e-01,-5.352852994315808743e-01,-7.613561070897552074e-01
-3.776860931361913920e-01,-5.994628655020215469e-01,-3.686327548600056847e-01,-6.114804815101764213e-01,6.256370476647183931e-01
9.133583711357344814e-01,-2.244382530561042088e-01,4.621705726001414938e-01,-1.828295526800083337e-03,1.640548699733714866e-01
-1.069516756544488523e-01,2.775332145060334099e-01,-2.490024701567881138e-01,4.329246845469032490e-01,9.895733343155661554e-01
-3.195880950547658195e-02,4.334815962557074798e-01,9.597550096473552728e-01,9.736426283831023376e-01,9.690541305728175292e-01
2.216631137008455710e-01,-1.856300163698356709e-01,5.797005114670206183e-02,-8.086164266386597355e-02,-8.187593882634351949e-01
-8.179696579015334201e-01,2.760281852296859739e-01,2.843303903501568364e-01,1.568082869890519149e-03,8.955206592191660153e-01
5.721551697491564781e-01,-7.565430652523641442e-02,-2.776237081654948646e-01,-5.974092407606186317e-01,3.701491340345797187e-01
1.482008722735086437e-01,-8.351534468474228756e-01,-8.389943123337828546e-02,-2.967114959366390359e-02,6.081608782053058437e-01
4.267906605373916751e-01,8.726937358437696357e-01,-2.727068273197816861e-01,-9.268287238916572690e-02,2.469082600580319031e-01
-9.426730764047399624e-01,-3.255504174696031150e-01,-2.354089747648786535e-01,-4.283803981920883963e-01,4.796348087087740630e-01
4.382394781581744336e-01,-1.304452978462200541e-02,-8.822723610244556092e-01,-7.531113629868619874e-01,5.417429375693572080e-01
8.864701092238973512e-01,-5.794819244150279935e-01,8.259032480328754033e-01,-2.625355132074056463e-01,7.519046899803571993e-01
3.119515416989107059e-01,-1.514106211312478134e-01,-3.065878081247011000e-01,-3.229032071671598114e-01,3.717414596058021825e-01
-4.838846042172839645e-01,-4.008048612546444289e-03,3.057382158169070774e-01,-6.111766166644185816e-01,4.063763899312657912e-01
-7.393962261441493489e-01,6.876118669713093823e-02,-6.948255762251798195e-02,9.520678422939068408e-01,5.112764572924373141e-01
4.833795566295173707e-02,5.276528430120861479e-01,4.083737881659532665e-01,-8.021319940765221368e-01,-8.360730359463013350e-01
-6.038773926783231882e-01,5.959305169497413068e-01,2.084062540370295036e-01,1.814781389471911144e-01,-1.940575044938925853e-01
-8.951349285800236366e-02,6.106526888588272861e-01,-6.714079340247303129e-02,-5.284617889567562177e-01,4.948102858597742681e-01
-6.904949771311501561e-01,6.640029214246334632e-02,-8.240503105728398392e-01,2.380246085716326565e-01,-8.181929292212919425e-01
1.584590852738112510e-01,-9.733337508836412688e-01,-3.495811781404651875e-01,-8.092588288035740263e-01,-7.337229106058522632e-01
-4.288413215935544809e-01,-5.946957496421716449e-01,-4.363503087265123703e-01,-9.055123229601491630e-01,3.582648219796069622e-01
5.624974580475479158e-01,4.864483121717175784e-01,-7.594134326798775980e-01,3.763009958939145250e-02,-4.558874424630725564e-01
5.017201006616642811e-01,-8.711023865889635509e-01,-7.509300429501191143e-01,8.368006155052432060e-01,9.458553143510564087e-01
3.004083512857438354e-01,6.151363735644777009e-01,9.387983920721916231e-01,-1.350707443470315905e-01,5.829330481920027562e-01
-5.178449459286742496e-01,3.189548670740331993e-01,6.824210518660489555e-01,9.401794324064471908e-02,-3.819550240618299064e-01
-1.417296050072007763e-01,6.482891070902869757e-01,1.987883823751739332e-01,9.980318692906171574e-01,-9.554898307158010695e-02
3.163763945939441768e-01,-7.913845480495103057e-01,6.233886241452801791e-01,7.740129844445278184e-01,-6.043630588112671731e-01
-2.863638350648785025e-01,8.600202612253657897e-01,4.098948575476015765e-01,-9.530388219899266211e-01,1.415500162822436181e-02
-7.897452970184797305e-01,3.866827716858742825e-01,7.248633009834719587e-01,6.852298333970563426e-02,1.140278761182647038e-01
-7.553208627494845118e-02,7.584598429744680015e-01,1.457437197134328066e-01,-8.782227973766372209e-01,1.913520264052113173e-01
-5.691241303041083555e-01,6.966996356674834967e-01,-8.112668486243106436e-01,-4.857466944218646887e-01,-7.703866813060225027e-01
-6.465231545797145429e-01,3.289801033872286062e-02,-5.284720200022865466e-01,-8.708293886851854460e-01,8.860614373893374029e-01
-2.501311264865822004e-01,-3.004025852414646813e-01,6.075526239077255752e-01,9.419031905793666670e-01,-3.056983756152029663e-01
-4.587351102946286563e-01,2.264952891934957080e-04,2.771984313083766249e-01,-3.137169403577622084e-02,-9.522975601659080525e-01
1.027173422899751998e-02,-3.047171290196302174e-01,-1.829373469469006697e-01,-7.013876282550262076e-01,-1.627477322643009483e-01
-2.013852609425668128e-01,8.077712674332797604e-01,4.654774935465118002e-01,-6.219570717778570845e-01,8.448017982668776238e-01
6.541637610483661547e-01,-9.272030409618239322e-01,9.803699037608568645e-01,9.707889215304537078e-01,-9.078363299846439194e-01
-8.261897823806616525e-01,-3.929204924635227858e-01,-5.704991263069540963e-01,1.911463990900679200e-01,3.950776595695209004e-01
-8.558987154575343759e-01,-4.444687473108017706e-01,-1.364536455739731036e-01,-6.237199209819577206e-02,7.104257034217702493e-01
-3.010141558463179656e-01,8.468459751771291177e-01,-6.414351015396668743e-02,6.604034377580589865e-01,-3.645749408832321681e-01
8.606836640734065735e-01,-1.262004108593866025e-01,3.353157390524976744e-01,6.181291965458284299e-01,-9.184258603187731573e-01
-6.745304290910802969e-02,6.610633562289134346e-01,4.695603592550123828e-02,4.756367061880899527e-01,-2.425327143337006053e-01
-5.466853122339416782e-01,1.613864179242872066e-01,-8.905399622165148799e-01,-2.778517787756347168e-01,-1.639695989409606369e-01
5.345046041794798697e-01,-3.817872488133011721e-01,-6.242429646447467118e-01,3.514267627167484420e-01,9.706272844071730521e-01
2.692474815423671064e-01,4.874370270706929187e-01,-1.874771864634616758e-01,3.627096919915671069e-01,-6.754262425308019679e-01
2.919764350952591681e-01,-8.106467723608596909e-01,-6.515845750094677591e-01,-5.440564251041641874e-01,2.243184987942599129e-01
-4.292328047047018202e-01,-2.920174923359128982e-01,1.106991086317059558e-01,5.793706677879646438e-01,7.171738473973388039e-01
9.731462901062346571e-01,-8.934184823862829639e-01,-8.480802742089810220e-01,-4.471945448551983837e-01,9.890516316925190843e-01
7.542453646408155965e-01,-5.507348446418516286e-01,-5.615324421217462447e-01,-1.563624076745375735e-01,-8.874586908060788648e-01
-8.477756182564082366e-01,3.809853260835827093e-01,5.567694799005555861e-01,6.614241605726898232e-01,-1.941553409390017748e-01
2.580224801561274983e-01,5.251256955145426897e-01,-8.748402429780153255e-01,1.714275216158236415e-01,-9.359512864201240401e-01
-7.868856863818871616e-01,-3.308261718002514229e-02,1.496093697980735993e-01,9.420022093175717259e-03,1.427461566418168903e-01
-4.780921984591373075e-01,9.943344475135305061e-01,7.939415398271698621e-03,-3.225240133984472735e-01,6.037347970800754915e-01
8.156108286855203726e-01,-5.406329469104749208e-01,-8.016949286885066694e-01,7.628401258383776806e-01,-3.165850766603204303e-01
6.747005553207934270e-01,-8.975298508451257096e-01,5.248069534494628208e-01,-6.024560422099682899e-01,4.530789898191567300e-01
-2.991030637911507029e-02,2.613366355141293340e-01,5.078959452406937025e-01,-4.334822714749497763e-01,8.223040266322398928e-01
-3.665439680022388735e-01,1.845049464099961511e-01,9.129187323383356478e-01,9.511615632418017885e-01,5.633591784759270915e-01
8.804397648453334835e-01,5.159131298660293297e-01,-7.903819703520951201e-01,9.150332046721092460e-01,2.035164322979889917e-01
2.329134441394378197e-01,-5.558134283232938344e-01,-8.715234902580371035e-01,2.743464664193664415e-01,-4.531946865063307683e-02
-6.132931548787805554e-01,8.691218746882345414e-02,-5.234185622685891826e-01,-2.084407597324569039e-01,-4.010642014693568402e-01
2.507799040543752245e-01,-9.036851051285907932e-01,-1.382582619696459680e-01,5.324328464192402688e-01,-3.466277588261241771e-01
-9.917701174133231046e-01,-6.596357615247454564e-01,-8.460301013382649504e-01,7.149752360634731296e-02,9.321513285277078786e-01
6.119843485977134456e-01,-7.710672655598900249e-01,-7.026384964729648352e-01,8.874948892177041415e-01,3.583023060456409503e-01
6.784097571877640842e-01,-3.412559961724423996e-01,3.973318062072250800e-01,6.962156649403765662e-01,8.681919852739050647e-01
2.268360923008572172e-02,3.121191797215849828e-01,6.788863618717004833e-01,2.209100984966865244e-01,2.470866073841415655e-01
6.674113531260261745e-02,9.824025180143989289e-01,-2.808105961007545393e-01,-6.551977329606319955e-01,6.845018636659414568e-01
-5.753307622385277487e-01,-4.473270759198288982e-01,-9.072812951892543776e-01,6.188899797609441755e-01,-9.528341394915473828e-01
-5.061947898061016637e-01,-1.477402113652621640e-01,-3.185838035023906833e-01,-6.922486486684322760e-01,9.208335943101140231e-01
-7.102781635425181594e-01,8.939621726083113451e-02,6.281433749342790751e-01,-3.841437368715225897e-01,-2.916210572161974657e-01
-7.590272757509450852e-01,-7.264559476203751309e-01,2.486662367381289318e-01,-1.894463230291409950e-01,-7.798315834177449446e-01
-9.428914571873936445e-01,9.292428446386049590e-01,-9.670701337968345968e-01,-7.420146068620769864e-01,-3.082981140271670029e-01
3.849486358195552960e-01,7.214018032763518384e-01,-1.195810878452689963e-01,3.960127649208846634e-01,5.627332563629605655e-01
-3.615448015395528181e-02,1.410099627632679375e-01,9.175026630525175975e-01,6.812583626619426180e-01,8.605876334283195650e-01
6.095016719066743693e-01,6.974342474962409444e-01,8.953203037605053094e-01,-2.164641103198916561e-02,9.736763094744760316e-01
-9.282167033361963249e-01,-6.921736923303016820e-01,9.695378201345026259e-01,-7.549882670413514685e-01,8.070103015936429536e-01
-7.959697722013103771e-02,-5.114844789957126991e-01,-5.285476160834177151e-01,-7.034060572028666414e-01,2.120684606627265545e-01
-8.923961539408868937e-01,-9.498472349676441162e-01,-7.077844093167515727e-01,-6.639958191125208131e-01,-4.848463825423059426e-01
8.975787512038757576e-02,-4.382453275677891114e-01,-2.520948816246790791e-01,6.650839200887703750e-01,1.974995153861593966e-01
1.109510567247675716e-01,4.051032944498482724e-01,5.541251841944236922e-01,-9.892556249866140128e-01,6.327297274228531609e-01
-3.453736072829083348e-01,-5.265651456676596620e-01,-3.355245626710938733e-01,-6.751229759533881047e-01,8.007571382584131037e-01
-7.184582385232143320e-01,7.947027232766243898e-01,9.170471902623318350e-01,-5.410363374138889014e-01,6.026695039315985714e-01
4.242093738862720009e-01,2.140972155741149852e-01,5.982428259285372807e-01,-5.806764647202280472e-01,5.892916170453739166e-01
-4.574214802158140802e-01,-9.627099715922147194e-01,9.676265623163904372e-02,5.442435371343039563e-01,3.947769313998352736e-01
9.133261308881568397e-02,7.445682165452449652e-02,-2.675447653311424645e-02,-9.187634793113588216e-01,-6.534832966485908390e-01
-1.985781397219730238e-01,5.951725482276688517e-01,8.666072688045411976e-01,2.688828026860192733e-01,6.100560742334892872e-01
3.105834140571275270e-01,3.667576894584962943e-01,-2.702210827899933498e-01,4.858916537945787706e-01,6.417827328673810783e-01
-8.040391331803780073e-01,4.913300192938128141e-01,-7.325727075844006286e-01,6.002336869987514589e-01,-4.441096943549125431e-01
-3.440690461962525593e-01,-1.288114262929516141e-01,-9.899078319489138522e-01,1.405736624557469838e-01,1.823580071195300967e-01
-3.830378869541555265e-01,5.425805401283640972e-01,3.515167987508378555e-01,-6.412410973911237821e-01,1.857704074065587019e-01
-1.724630419238564194e-01,3.263435095800224506e-01,4.955082259019758517e-01,-2.194680599467695448e-01,2.102327917625106402e-01
-6.143023551953017414e-01,-5.668022620506094622e-01,5.415093851517143175e-01,-8.287035169521879130e-01,-5.030565938352060673e-01
1.310038108399149692e-01,-4.977237684358193359e-01,6.462173451128940815e-01,8.517063641717825817e-02,-6.624878290182756313e-01
7.854280188282387609e-01,3.320901279500405590e-01,2.660812038334690044e-01,6.478000819973863678e-01,-2.418012266822482381e-01
9.540543308817781565e-01,8.260542861290725014e-01,-7.575217505809253016e-01,-4.172531074929184403e-01,5.600696293284330718e-01
7.229294240547856631e-03,1.658846512200582435e-01,7.213225629045671994e-02,-2.146968000129083620e-01,8.896297158624586476e-01
-3.411088822621841654e-01,6.765429847434647481e-01,-2.368311024894369510e-01,-9.189268842514068947e-01,6.259916769260982505e-01
-6.484657130687550008e-01,3.956517258517830982e-01,-5.567780745305801471e-01,-7.893338011039914281e-01,-8.953850886219083538e-01
-3.030240713865466340e-01,-9.281337204112942718e-01,6.379484188372686049e-02,3.281088758966776986e-01,-1.930707208958104548e-01
-9.904279747489086461e-02,2.424146015204242666e-01,-6.451828179942382668e-01,6.094772885485675307e-01,-9.977494351595872502e-02
-2.543798825746437231e-01,-1.237729182857223442e-01,-1.201881197503196219e-03,-8.977626991917655452e-01,-7.339380538467299431e-01
-3.232662670156525309e-01,5.961543491146084062e-01,1.404097613053290061e-02,-3.095875123190285905e-01,-5.277641449688668107e-01
-1.320984327421268478e-01,4.615973178622492235e-01,7.291847676666358691e-01,-2.432802258540947005e-01,-7.059293007661000541e-01
