# LBvelMax,UBvelMax,LBvelMin,UBvelMin,BlowerPosition
3.052949910923837690e-02,2.959779887175906232e+00,-2.915792504740997645e-03,1.278779419593480959e+00,3.565346968026340546e-01
2.213696133842639469e-01,5.354695942352602600e+00,7.409321112230618511e-02,1.938875780096806611e+00,3.346243212682764590e-01
4.802910108892347735e-02,4.463286211759452726e+00,3.956192138511470391e-03,8.279028997554922498e-01,5.385569313242850598e-01
1.291830084486539354e-01,4.420611028197193093e+00,-1.765304438676003340e-02,-1.863199658101777345e-02,8.023591401999922157e-01
1.621834770829738703e-01,5.683032207551256931e+00,-1.734793053734366708e-02,-9.881772204697192308e-02,8.882022490924210700e-01
2.173395303249371080e-01,5.616089824662074292e+00,3.692439187958326818e-02,1.884640870078932107e+00,7.424282568356307399e-01
8.128121003871457972e-02,5.819687955542772961e+00,7.547974558266869194e-03,1.909803023801555755e+00,5.829058900329621151e-01
1.769617518477604734e-01,3.074867537784500726e+00,1.042130130764982732e-01,2.844587083429243712e+00,2.413642044396241415e-01
8.342523072598330425e-02,5.314117262930314389e+00,3.307007509015122415e-02,7.462595708172337083e-01,1.203890374057164925e-01
1.686951806226421602e-01,2.901234650306557583e+00,1.250416061669452628e-01,2.583159935451032396e+00,9.899366550743722293e-01
2.390638935811028876e-01,6.462209315104207263e+00,7.932561632421933351e-02,1.176515994919587360e+00,4.009339761270475089e-01
1.889898451098604992e-01,6.134077028488044370e+00,8.422559228791326458e-02,1.562728695135603196e+00,8.995148246757870281e-01
1.609911899577226579e-01,3.079343034161017290e+00,2.614525210810277056e-02,2.702652914954242203e+00,7.731530188980287877e-01
1.048918487718712711e-01,5.559751208558751934e+00,-5.020243450452080425e-02,2.032989780118634293e+00,6.705664202533309082e-01
8.437391987498038537e-02,6.331889675070163648e+00,4.873052888700582508e-02,1.569966456286892242e+00,5.639263848569942006e-03
1.836350880007921738e-01,2.193984345077636178e+00,4.964686739883197863e-02,1.856695066944252348e+00,8.224790696985926353e-01
9.172386087344591710e-02,4.761424057159437950e+00,2.219201412961511327e-02,-7.101360585579894469e-01,8.074725251527525849e-01
1.834103075141826633e-01,4.144129295543693914e+00,1.468078977141151487e-01,3.586131777256674091e+00,7.547053966556688254e-01
2.128521239434064127e-01,4.758600219080737048e+00,2.369109464807019061e-02,2.655731988992191095e+00,4.271172476026203757e-01
4.079358233197847433e-02,4.208534457686614161e+00,2.732622387986814033e-02,3.099153882002126714e+00,4.134448625558229118e-01
1.296292569438099451e-01,4.931642091052557575e+00,1.130254250633922347e-01,-8.764793764308453916e-01,4.300269163662815419e-01
5.565531005115285923e-02,3.245727375388011815e+00,-3.109941187505228452e-02,2.065376396228569611e+00,7.532626670790216750e-01
1.697892350882247367e-02,5.425517355804053921e+00,-3.061312669064286673e-04,9.671633195858415633e-01,9.502045998200038257e-01
1.862583385891095067e-01,5.368477164299152449e+00,3.047974116247295640e-02,-2.969343506889283724e-01,3.930884184104446177e-01
2.432400587961264238e-01,4.469455106742571182e+00,1.049890315054730489e-01,2.431281228841721820e+00,8.494080458452136773e-01
7.315732089736178001e-02,6.177344712300348206e+00,4.393874079389352427e-02,2.996310405761444251e-01,4.812095383354775269e-02
1.377102081317926052e-01,5.392133516853771624e+00,6.446950794164335585e-02,2.342739302162358594e+00,9.932169340513550271e-01
1.220212455175286870e-01,4.890425481469192093e+00,5.709340134299486363e-02,2.954306211119105186e+00,8.643474328059963518e-02
1.458129310686131497e-01,4.324472187677513624e+00,1.173965604872451163e-01,2.864322411186766004e+00,7.576444044631769348e-01
1.860449849439617942e-01,4.570707599361567119e+00,3.069611589012369302e-02,2.743936465995977514e-02,5.977983442035110784e-01
2.415947676070062389e-01,2.367930506443596705e+00,7.286516060746009438e-02,1.721789755255274557e+00,3.125565100468943314e-01
1.176103731485011739e-01,5.429099279402089806e+00,-4.675605567803257229e-02,2.526124804266685064e+00,8.700371141978356926e-01
1.362876165424867780e-01,3.766274113576956850e+00,7.565722769232959000e-02,2.773033326307519530e+00,2.227871487286030572e-01
1.538441005117235916e-01,4.824737355026369912e+00,-1.228493054744315971e-02,1.895100958688982207e+00,9.859993430941345061e-01
1.889199096821131962e-01,3.727232057747604799e+00,6.202612907384552621e-03,1.449484647702433904e+00,7.845920730325780523e-01
1.179788138589415863e-01,5.528763820224874337e+00,6.281674764668722377e-02,4.922696974351730148e-01,1.362418580418113256e-01
8.438218595717061898e-02,5.024173247226017658e+00,-3.209140069386478417e-02,-3.675010430247889204e-01,2.317560702059880962e-01
1.744869770819716948e-01,5.592905049518545724e+00,6.226464476498147493e-02,2.334202820820561630e+00,1.066874705280875801e-01
2.078562669131371887e-01,4.522189213603695634e+00,1.252347364697101173e-01,8.782604586221052223e-01,9.103169356758158415e-01
8.279604488148170627e-02,4.574792389491427080e+00,5.786277054559488264e-03,2.500520501329421386e+00,4.200481365147985535e-01
1.029216695752204758e-01,3.720941399139844563e+00,7.748127506292273869e-02,3.116266865979047118e+00,4.194974166838525420e-01
1.507715922189650226e-01,4.788717237937085258e+00,9.034012463100274393e-03,3.964063918339366666e-01,8.861798288791932210e-01
6.202193594753610539e-02,6.655077205251544115e+00,-4.326462060284809452e-02,1.312457824833454634e+00,9.874452179930960360e-01
1.629003966124248359e-01,5.183633210162303051e+00,8.877164519891733718e-03,5.064483638558510137e-01,5.626723796772463704e-01
2.237722219149225755e-01,4.898261255011665760e+00,7.669273783873699346e-02,1.112932242337423716e+00,4.490914636653937642e-01
1.133252406142998547e-01,4.185951295999041477e+00,2.073561990707776387e-02,2.961231798249707836e+00,9.752077058953116939e-01
1.149885603548818358e-01,6.112971527912981706e+00,-1.146762693074681455e-02,1.446670152220733918e+00,3.185296890207134357e-01
3.713726178736529576e-02,3.930576010690303601e+00,-1.404959962024230485e-02,1.549094691629868681e+00,2.135736540811888906e-01
1.154370041891807641e-01,4.859040795258998457e+00,9.989894096075405128e-02,-3.058957204122871865e-01,2.054182094314954687e-01
1.136886007692664985e-01,3.036178090833021592e+00,-4.371303183548384819e-02,2.264315090924400309e+00,6.124937844557365452e-03
2.120896340361456689e-01,5.354194980941131554e+00,9.677112926790971958e-02,6.860528535994676602e-01,7.000527971000447547e-01
1.540886326919520613e-02,4.322447734039116973e+00,-1.133442827423652988e-02,2.070288254894350644e+00,5.382586991318142333e-01
2.778306180758162158e-01,4.393260294369351726e+00,7.937427569758928603e-02,3.272952240182713801e+00,1.517598160082632708e-01
2.020473144688210432e-01,5.062626480068974644e+00,7.020754710573443025e-02,3.727734402326681185e-01,4.023849877555554233e-01
1.472416788643836905e-01,4.355507416697700585e+00,1.033650529050191558e-01,3.084323724462747052e+00,6.029129289101136102e-01
1.342653977378550356e-01,5.138638281166891808e+00,-3.038274863183477309e-02,1.301878060430617934e+00,4.966784031319286807e-01
1.160041125304642207e-01,3.764787298751557820e+00,1.048845635575050561e-01,3.373894941288962279e+00,9.491993908274096725e-01
1.099248147387508201e-01,4.838451895807363456e+00,-3.017721348522667268e-02,1.276658444961805916e+00,4.409331608523368029e-01
2.300340442077659642e-01,5.337104886354045341e+00,1.346250606212491263e-01,2.349041414278103979e+00,6.537087900942474272e-01
2.151958189062133098e-01,2.941203123960960397e+00,1.964177132821122440e-02,1.724642730783501499e+00,9.888529305846494033e-01
6.155317970115620207e-02,6.092022040114938974e+00,2.110970455097849544e-02,1.833294248731034415e+00,5.551726844321037690e-01
1.853342499717565706e-01,5.948876780653649554e+00,1.011881586578129988e-01,1.969284730828291030e+00,4.671584446956699166e-01
4.505384473048081040e-02,5.767032709656989553e+00,1.909870510055379500e-02,1.114451338031017702e+00,2.783562423371502836e-01
5.234724308483160865e-02,4.440264160184528741e+00,5.875773027989694697e-03,7.870185931355333508e-01,1.193219464551223963e-01
8.256270043849060769e-02,3.223119608610776510e+00,4.371074858950825537e-02,2.021508205116840706e+00,8.128185238323591966e-01
1.961256424836741452e-01,5.076700991551577502e+00,9.630847203635416187e-02,2.750015750719890573e+00,5.820274349866857433e-01
1.467459872116663733e-01,4.809348146104601263e+00,3.453518756976040049e-03,9.767485025865010329e-01,9.947866671577830777e-01
2.946576323838906442e-01,5.118263584878084416e+00,9.729336954558041872e-02,8.178187961109624204e-01,9.845270652864087646e-01
1.517539229814769131e-01,4.443218089146092176e+00,5.984008724786351457e-02,2.000108138255598966e+00,9.062030586828240253e-02
1.785114431785101985e-01,4.096072619942995985e+00,7.835463489152115490e-02,2.679880642539376190e-01,9.477603296095830077e-01
9.236716714541959306e-02,4.958673709961301412e+00,5.210809122148144651e-02,2.185636629537011100e+00,6.850745670172898594e-01
1.401264993969789929e-01,3.395470702002374441e+00,4.309361435634537218e-02,2.900931042544642846e+00,8.040804391026529219e-01
1.180951736485635478e-01,6.235831264303046240e+00,2.736346088748010941e-02,6.177500567717371105e-01,6.234541300290159516e-01
1.050400826139077232e-01,3.069001297390855143e+00,4.787812243311655169e-02,1.045652549799664710e+00,7.398174043543870315e-01
2.411719574821134110e-02,4.918672683481242203e+00,-5.716679531024629335e-04,1.957806272835107553e+00,7.708714687846786040e-01
2.194635491429172691e-01,4.517247222601355361e+00,1.457171004636578227e-01,3.255692995846439786e+00,8.759523449901785996e-01
1.031960588291719050e-01,4.584835610002039097e+00,3.548637954588788196e-02,2.039067473395782315e+00,6.858707298029010913e-01
1.500149907484697731e-01,4.010103322863896480e+00,1.111326524149116313e-01,1.022127468701535591e+00,7.031881949656328956e-01
1.906551363524435494e-01,3.863745553901547058e+00,-4.551647876947145788e-03,6.574619938101542438e-01,7.556382286462186570e-01
1.507307791127692198e-01,5.339817220181080515e+00,1.309439785204214446e-01,7.568586911448225152e-01,8.196348202684933248e-02
1.799145323510625283e-01,4.790018382746288772e+00,6.176671845634339186e-02,2.226831897064407428e-03,4.029712477530537074e-01
1.168628312119149026e-01,5.326465540430238121e+00,6.970901010759050775e-02,4.945074738537567072e-01,7.474051429298871341e-01
7.949619937129764891e-02,3.909105461082544863e+00,-4.430626148586562507e-02,7.099045846551546024e-01,9.090353538935402877e-02
7.457894074577478549e-02,3.198458458948349126e+00,5.550482362613218257e-02,3.118459711599273376e+00,1.331385446970738684e-01
6.108935297934130898e-02,3.179115053943188052e+00,5.164058527535621973e-02,1.963202302869702764e+00,6.791324109898034811e-01
7.594016171148182393e-02,5.792169926305124505e+00,-2.782284824745733659e-02,1.332824989789971326e+00,2.720562787684637218e-01
1.167470264802502600e-01,3.695066520778219399e+00,-6.693303507027406618e-02,3.308373680545109607e+00,9.729276571755282044e-01
2.371263019898676161e-01,5.723112911632460609e+00,1.506333764245707529e-01,8.777037909390270620e-01,7.914665240960013781e-01
2.229430023486371482e-01,4.460587354682375327e+00,1.135412080245726540e-01,5.037227534602759516e-01,3.090224879690850468e-01
2.197804317020482512e-01,5.330704055628229909e+00,1.997724477298652712e-02,3.858367343573689823e-01,4.522255084642099465e-01
2.510395116367544199e-01,3.629299572519678829e+00,7.363821319230162699e-02,3.003453216668209524e+00,1.978184705943664135e-01
1.433375446552638266e-01,5.503666556773170626e+00,1.386414268542565109e-01,-7.639422690292718698e-02,5.070775008141121809e-01
2.259124792653325053e-01,4.290278860510331249e+00,1.190601809313619197e-01,1.302305454527088457e-01,5.570139380591323519e-01
1.206632321025114252e-01,5.562157678186753884e+00,1.084855118401751584e-01,2.867781492633496576e-01,5.956760132026056587e-01
4.458598041647570537e-02,4.975925323197117223e+00,-6.839350141337831313e-03,-1.141735838053334895e-01,1.148066593469887486e-01
5.361132856551207443e-02,3.902823860928369637e+00,4.069426743403061625e-02,8.041298299122012772e-01,9.430307186946687015e-01
2.578504219197408909e-01,3.799264995651221000e+00,6.366010286180422140e-02,1.700472751375614822e+00,3.471508121923985168e-01
1.761512584290488570e-01,4.041604632639161920e+00,7.928842783262649019e-02,1.040925146771581211e+00,2.385121991704597377e-02
9.663688389255863098e-02,4.053196040699551972e+00,6.677564671806125729e-02,1.967347427758442846e+00,4.186261338678495258e-01
1.654498957657583313e-01,5.510271640207353272e+00,1.276456029435440176e-01,8.695783790751354658e-02,9.224008991334388119e-01
2.965764364526083940e-01,3.763359199605630145e+00,9.949754429956299273e-02,3.544968322491102164e+00,4.608183500767804031e-02
1.025074073238079891e-01,3.084429478924053836e+00,-1.660723258519880563e-02,1.263190956314622415e+00,6.975388297847604502e-01
1.332360358376928899e-01,2.977398163576262746e+00,3.947323504751247547e-02,1.310804405508668280e+00,8.552128517108851247e-01
1.766058208725062861e-01,5.469254806919375156e+00,1.056547709670038748e-02,-7.128311861201153121e-02,3.177125295583839160e-01
2.144380337325412222e-01,5.171383047784326337e+00,5.262511407795834872e-02,2.549984280362486810e+00,4.078706984061342133e-02
1.784774389019546381e-01,5.424141991434262344e+00,3.091376828314562619e-02,4.409519227475220404e-01,3.787336428331496974e-01
4.705341483956677895e-02,4.195394314652489243e+00,-2.516140728286975214e-02,7.112350608796274010e-01,4.180152005295196815e-01
1.051470416713627537e-01,4.461823730959528334e+00,-2.999563460031208495e-02,2.607185477399431406e+00,9.853136422035865261e-01
1.493877659532321933e-01,5.500403022148406151e+00,1.311679675407548262e-02,1.038091940936327617e+00,1.622868787345990160e-01
5.763872124384501749e-02,3.576006276553969965e+00,1.204436375426143346e-02,3.007946593636548815e+00,6.121592493971299564e-01
1.900384442525688278e-01,3.632740956791428832e+00,3.210137747377235506e-02,1.508793433799167527e+00,8.585869236986694020e-01
4.283224533634198000e-02,4.133018566526810211e+00,-1.244830017813818544e-02,3.813274013685659547e+00,9.945258158462595421e-01
8.602863540409849685e-02,4.428143097678037599e+00,1.664876171552254203e-03,3.080347631603592706e+00,5.627065459696056759e-02
2.387481560186900664e-01,4.223702370868966049e+00,7.260573996142108411e-02,8.074639261821747738e-02,4.029223295304991126e-01
7.108735178298965229e-02,5.545711023427941200e+00,-4.605540037859272295e-02,9.703339368843137969e-01,3.202435678993797996e-02
1.654319380844661569e-01,3.663490387848074903e+00,6.448993587514856296e-02,7.627382393881505518e-01,5.713730783209084452e-01
1.346677408699048228e-01,5.513409472811158452e+00,6.692014220974953909e-02,-4.695938697294330666e-01,8.018673985400377457e-01
1.079725134230682254e-01,4.504661408319808658e+00,-6.831149916076954820e-02,3.126560249051232976e+00,3.417074616698397849e-01
1.723578932344478898e-01,3.828405779053104752e+00,1.326034974554446966e-01,3.520995331588482102e+00,7.265394949095783650e-01
1.791154809503218703e-01,4.862094646892078487e+00,1.224637080978168563e-01,1.078084740349690929e+00,9.111520133161199464e-01
2.888499513959236764e-01,4.410213451612754909e+00,9.373379507174346703e-02,8.566986123827668997e-01,7.816795892379635458e-01
1.167134631983959558e-01,6.154309459644377256e+00,-7.478985726881498541e-02,1.606570070046289711e+00,6.017582161489944959e-01
7.656497429516462283e-02,3.899193301654497290e+00,-5.086967234677203936e-02,2.566633586624378793e+00,4.773402656746834616e-01
8.723610578651824765e-02,4.017075126324455070e+00,8.080181759763931104e-03,7.563385639179842634e-01,2.994678992653215799e-01
1.627958161239974333e-01,3.395252246361488702e+00,9.552531482073384206e-03,3.106307561747261303e+00,3.266861205869379114e-01
6.897186604649087338e-02,2.518776240299558378e+00,-3.817788631414385792e-02,1.497683524873794969e+00,9.660756642638539393e-01
1.241108948135887374e-01,3.955383450257878408e+00,-6.463859410818169338e-02,3.268585246937548483e+00,6.791511530228204752e-01
2.245439638677413363e-01,4.666525762929100374e+00,5.492239737370367691e-02,2.690293751446427795e+00,9.340959926369525324e-01
2.289341411120043857e-01,4.990862378812463085e+00,1.068431312623357443e-01,1.054504839647708359e+00,6.235433036920707828e-01
8.915905374189295185e-02,6.040344912334200345e+00,5.467882703795615140e-02,9.313735829100400210e-02,8.422509318329707284e-01
9.021636946912177379e-02,3.253678623881729237e+00,-7.167262850697266041e-02,1.595659851641215710e+00,2.358293025422630862e-02
8.352918721633932619e-02,3.772194893146004979e+00,5.275405208318255379e-02,1.215415527241791693e+00,9.604167971550570115e-01
1.936071506498517891e-01,3.923816162348728653e+00,1.320215243370040370e-01,6.556275105662354719e-01,3.541894713919012672e-01
1.653943075223558434e-01,2.651288802818491774e+00,8.433893982526995126e-02,1.830656645679617389e+00,1.100842082911275277e-01
1.619225627721269239e-02,4.950972809770513905e+00,-9.606283036579611051e-03,-8.367557241453011940e-01,3.458509429864164986e-01
1.578425294615173335e-01,5.967051340734082387e+00,1.824125296942886998e-02,8.028459309050277604e-01,7.813666281814802828e-01
2.758131844383489018e-01,4.675360463990946513e+00,1.076873481721546399e-01,1.252330575701142479e+00,9.302938167141597825e-01
2.384497098244510727e-01,6.155653043151035675e+00,1.406143509276500114e-01,1.063350300662312620e+00,9.868381547372380158e-01
2.092043686613827003e-01,2.533522758168351263e+00,1.847031953655178249e-01,1.610043835159256087e+00,9.035051507968214768e-01
6.197493553151490336e-02,3.653176304286299914e+00,3.231554125180156195e-02,2.187629741273438011e+00,6.060342303313632772e-01
4.602176811269879930e-02,2.182832993607647154e+00,1.242135002395088408e-02,2.032374698510579059e+00,2.575768087288470287e-01
1.580447078419706108e-01,3.932389883768703687e+00,-8.463684166906432216e-03,2.247125866472071021e+00,5.987497576930796983e-01
1.559497371701116797e-01,5.218605998399540091e+00,1.548752996687730588e-01,1.003296115049995052e+00,8.163648637114265805e-01
8.269139493522122131e-02,3.364778674215602283e+00,5.020369253056002068e-02,1.944474111218581047e+00,9.003785691292065518e-01
2.146529021555387551e-01,4.973595846391722475e+00,1.687565358969276563e-01,-4.105123234381511388e-01,8.013347519657992857e-01
1.807904593568423479e-01,5.245355197247445034e+00,1.388581058288651526e-01,1.603063550525099412e+00,7.946458085226869583e-01
1.868884424798791244e-01,2.598513562395864174e+00,3.246408876644869823e-02,2.486643477172508110e+00,6.973884656999176368e-01
1.013863783811206343e-01,4.703017845570602873e+00,9.326272631225651644e-02,1.479647380607028939e+00,1.732583516757045805e-01
2.501048670147550945e-01,5.194180682619530032e+00,1.232165867461531561e-01,4.086630379365239207e-01,8.050280371167446436e-01
1.472724744107296035e-01,5.360719948244872413e+00,-1.316690968728273514e-03,1.260446879869383086e+00,8.208913664336905391e-01
1.067544135914975101e-01,4.432955895760341214e+00,-5.326895510837763997e-02,-4.103416212109767258e-02,2.779451528225437285e-01
5.803789992789596536e-02,3.962713814364320353e+00,-5.601946631767874135e-02,1.349148093243174973e+00,5.911790035597650483e-01
1.530896250055275853e-01,4.930832923238391174e+00,1.172137347446399747e-01,3.030913028532986608e-01,5.928852037032793509e-01
1.885774195928591190e-01,4.817052222446177367e+00,1.105242255875360513e-01,8.380216937061097937e-01,6.051163958812553201e-01
1.627157626675620472e-01,3.035494251728783954e+00,1.455861143627808496e-01,1.735901037880612119e+00,2.484717030823969663e-01
2.188802663321483266e-01,3.884418158186186076e+00,1.103632026904305119e-01,2.377589463493643862e+00,1.687560854908621844e-01
2.089981244832162244e-01,5.783563210753300154e+00,4.421811628347757650e-02,1.787292826903178256e+00,3.790993866588758809e-01
5.338516956726155338e-02,6.693135760075387353e+00,-4.889519683446610226e-03,1.214972901688169404e+00,7.800348146642165359e-01
1.464783856284002650e-01,4.756056271070635333e+00,6.794806562969107899e-02,1.258402317410460824e+00,9.448148579312293238e-01
8.037054553848596572e-02,5.173705594853013068e+00,7.226323396362666074e-02,1.440766406226186014e-01,8.129958384630491253e-01
5.485550249174241805e-02,4.445011875708919646e+00,3.378888260214155809e-02,2.580566981535703519e-01,5.230745568904582310e-02
1.727849279832065765e-01,2.804775347996511847e+00,3.997404039353880112e-02,2.589176509230394885e+00,4.034646395520947726e-01
1.159555826280045526e-01,4.764579104805745757e+00,-4.499214622685220044e-02,1.037335300244472736e+00,4.501125282420206375e-01
1.049916769206614142e-01,4.059960739996772539e+00,9.476794683983796874e-02,1.431279494853939793e+00,1.330309730766350285e-01
1.359247219971018716e-01,5.070965256656259967e+00,6.688347322900473069e-02,2.825022093124349709e-01,2.361179275155665946e-01
2.107544654739588741e-01,5.060297544051246987e+00,1.350824880593683441e-01,6.755055904644997611e-01,1.470353496169499730e-01
8.543408890702482161e-02,2.552137262006301643e+00,4.800867743194038584e-02,2.293210080702509313e+00,7.882434868464980315e-01
1.168119131714732695e-01,4.189300415884691375e+00,1.027500714615319499e-01,1.477263986012836039e+00,3.559787332858868059e-01
1.241558572602327604e-01,4.250278504588805184e+00,1.074249870396033202e-01,3.134418027370878157e+00,2.332263477548213171e-01
1.811085338096755093e-01,2.889718409253929643e+00,1.024310009705313440e-02,1.641334968616584122e+00,9.691910834155772481e-01
2.848517452151219653e-01,5.361847680592342513e+00,9.753876863605265291e-02,3.446989811269944859e-01,4.693581725635043167e-01
1.492939515799974193e-01,4.627056657354369662e+00,1.009395174036492732e-01,3.285826303988345298e+00,3.874761881917616613e-01
1.446071442419109565e-01,3.794112834943042412e+00,4.058498606889593407e-02,1.984707855290450684e+00,2.076779699975617177e-02
1.893375871569479285e-01,5.442315182920080652e+00,1.385802327178147220e-01,1.793750180141062245e+00,8.502633270702976143e-01
